size_in_MB,id,name,creation,last_modification,type_of_file,date,mes,Estado,num
"0,66",1Lpsl03UOUl1CVlvtMAgrtjldv_7IRcpF,Detector-Measurement Point-Traffic Data - Processed-260204_260204.csv,2026-03-03T16:29:45.162Z,2026-02-05T05:15:06.839Z,text/csv,2026-02-04,2602,Procesado,340672
"0,66",1K4TvXza3YklMY5YL_AgZJu7z8i2FJppr,Detector-Measurement Point-Traffic Data - Processed-260203_260203.csv,2026-03-03T16:27:43.986Z,2026-02-04T05:14:38.674Z,text/csv,2026-02-03,2602,Procesado,338631
"0,66",15ZsfADsNjCwhSbTJDVmua88wdGjAcwCN,Detector-Measurement Point-Traffic Data - Processed-260202_260202.csv,2026-03-03T16:28:09.689Z,2026-02-03T05:15:45.644Z,text/csv,2026-02-02,2602,Procesado,341706
"0,66",1kBAQ32Z0uIbEgt5tP6d4QuUbczxaOc3Z,Detector-Measurement Point-Traffic Data - Processed-260201_260201.csv,2026-03-03T16:29:44.561Z,2026-02-02T05:14:48.604Z,text/csv,2026-02-01,2602,Procesado,343394
"0,66",1aLmCrhVa_cYXAZmg82FVPZXe-oJ0rA7H,Detector-Measurement Point-Traffic Data - Processed-260131_260131.csv,2026-03-03T16:28:30.016Z,2026-02-01T05:16:34.671Z,text/csv,2026-01-31,2601,Procesado,341332
"0,66",1HWmm1g83pak3WjDmpv1Ns39iRogZuv5E,Detector-Measurement Point-Traffic Data - Processed-260130_260130.csv,2026-03-03T16:29:20.013Z,2026-01-31T05:15:24.062Z,text/csv,2026-01-30,2601,Procesado,336304
"0,66",1wlTV2Ox2S43NWCi4MOXGfKHtwz4TBJBH,Detector-Measurement Point-Traffic Data - Processed-260129_260129.csv,2026-03-03T16:28:54.712Z,2026-01-30T05:15:04.888Z,text/csv,2026-01-29,2601,Procesado,333746
"0,66",1ur0uEdUlFbg8kHxUsUzjzyLRihx0ycE6,Detector-Measurement Point-Traffic Data - Processed-260128_260128.csv,2026-03-03T16:29:19.220Z,2026-01-29T05:14:42.031Z,text/csv,2026-01-28,2601,Procesado,338510
"0,66",1l93D5OrczCSniNPtl0VedGPXXK0hkofE,Detector-Measurement Point-Traffic Data - Processed-260127_260127.csv,2026-03-03T16:27:47.077Z,2026-01-28T05:15:19.697Z,text/csv,2026-01-27,2601,Procesado,336008
"0,66",1rYXE4JDU7sHHhb0bdRSuTAaDrcy_4Umm,Detector-Measurement Point-Traffic Data - Processed-260126_260126.csv,2026-03-03T16:29:28.381Z,2026-01-27T05:14:55.994Z,text/csv,2026-01-26,2601,Procesado,336183
"0,66",1FNypRARLWTQdFmJVvZHwS8PBxoDuHOA0,Detector-Measurement Point-Traffic Data - Processed-260125_260125.csv,2026-03-03T16:28:08.685Z,2026-01-26T05:14:25.773Z,text/csv,2026-01-25,2601,Procesado,342760
"0,66",1MFyLde98chAnlIJmpPqnVeFwUpGWwyQE,Detector-Measurement Point-Traffic Data - Processed-260124_260124.csv,2026-03-03T16:28:20.269Z,2026-01-25T05:15:26.844Z,text/csv,2026-01-24,2601,Procesado,343737
"0,66",1lwas0HnkVPXf8aB_Efix8lT1FPOCWS8-,Detector-Measurement Point-Traffic Data - Processed-260123_260123.csv,2026-03-03T16:28:17.816Z,2026-01-24T05:15:13.977Z,text/csv,2026-01-23,2601,Procesado,347119
"0,66",16Y25vF0bffWzEvXv7R70QJaA7mmbUWxE,Detector-Measurement Point-Traffic Data - Processed-260122_260122.csv,2026-03-03T16:27:37.645Z,2026-01-23T05:14:27.075Z,text/csv,2026-01-22,2601,Procesado,351490
"0,66",1Hdqpbpz8m8TeS12320bY0ljHvWKK6_oS,Detector-Measurement Point-Traffic Data - Processed-260121_260121.csv,2026-03-03T16:28:08.071Z,2026-01-22T05:14:56.980Z,text/csv,2026-01-21,2601,Procesado,349908
"0,66",1zgKOpdDEC9fADDEqAU_1wS710vFwgMyK,Detector-Measurement Point-Traffic Data - Processed-260120_260120.csv,2026-03-03T16:28:27.660Z,2026-01-21T05:16:44.778Z,text/csv,2026-01-20,2601,Procesado,348490
"0,66",11yIYy5eDcvgW-ZANPury9-fwHAI2DijY,Detector-Measurement Point-Traffic Data - Processed-260119_260119.csv,2026-03-03T16:28:28.565Z,2026-01-20T05:15:24.202Z,text/csv,2026-01-19,2601,Procesado,350132
"0,66",1QI-DtA9gkM-aWsTqarDgCP5P2iLhWvBL,Detector-Measurement Point-Traffic Data - Processed-260118_260118.csv,2026-03-03T16:27:34.138Z,2026-01-19T05:14:09.584Z,text/csv,2026-01-18,2601,Procesado,349356
"0,66",1MH2Rq5FlKCQv8g0k-burn8XogtQGlLgH,Detector-Measurement Point-Traffic Data - Processed-260117_260117.csv,2026-03-03T16:29:26.701Z,2026-01-18T05:14:56.853Z,text/csv,2026-01-17,2601,Procesado,351436
"0,66",1oJcCTB9uI5Dhts5tBtH8czn4A9yso3lX,Detector-Measurement Point-Traffic Data - Processed-260116_260116.csv,2026-03-03T16:29:23.583Z,2026-01-17T05:14:33.489Z,text/csv,2026-01-16,2601,Procesado,350250
"0,66",1aj7FauIuWTeh3tWZ6-xyg7ZkgTnOPh7F,Detector-Measurement Point-Traffic Data - Processed-260115_260115.csv,2026-03-03T16:29:46.770Z,2026-01-16T05:14:28.590Z,text/csv,2026-01-15,2601,Procesado,346736
"0,66",1SnOeIqexV58m000Rue2XO806RVQQX7th,Detector-Measurement Point-Traffic Data - Processed-260114_260114.csv,2026-03-03T16:27:59.392Z,2026-01-15T05:16:05.521Z,text/csv,2026-01-14,2601,Procesado,350011
"0,66",1V25fQX4wxIBoOqiv4P8nvrXjo9nae4MB,Detector-Measurement Point-Traffic Data - Processed-260113_260113.csv,2026-03-03T16:28:25.081Z,2026-01-14T05:14:43.802Z,text/csv,2026-01-13,2601,Procesado,351567
"0,66",1AEUaEg68AhiKapYV-dKYZlp-73ISSHBc,Detector-Measurement Point-Traffic Data - Processed-260112_260112.csv,2026-03-03T16:29:44.864Z,2026-01-13T05:13:46.256Z,text/csv,2026-01-12,2601,Procesado,341499
"0,66",1_QsR-O7B1MHV-T_pnC8Ri1_USLzXspCW,Detector-Measurement Point-Traffic Data - Processed-260111_260111.csv,2026-03-03T16:28:36.166Z,2026-01-12T05:13:54.575Z,text/csv,2026-01-11,2601,Procesado,343092
"0,66",1HQrzaeoWmA8wN9-mVAKv80c3ShsVWRsP,Detector-Measurement Point-Traffic Data - Processed-260110_260110.csv,2026-03-03T16:29:48.616Z,2026-01-11T05:14:22.094Z,text/csv,2026-01-10,2601,Procesado,346851
"0,66",1F8juSa-j5-XeEEigZl5EAwzqwghvjJ8t,Detector-Measurement Point-Traffic Data - Processed-260109_260109.csv,2026-03-03T16:29:54.456Z,2026-01-10T05:14:36.115Z,text/csv,2026-01-09,2601,Procesado,350815
"0,66",1ltPxFeJh2xASduU5aN-YucayVUAHobX7,Detector-Measurement Point-Traffic Data - Processed-260108_260108.csv,2026-03-03T16:29:22.658Z,2026-01-09T05:15:48.719Z,text/csv,2026-01-08,2601,Procesado,350516
"0,66",1N6T4Q9zT2VU4hoXHKDqheWf_0uLuXPSC,Detector-Measurement Point-Traffic Data - Processed-260107_260107.csv,2026-03-03T16:28:21.784Z,2026-01-08T05:15:10.431Z,text/csv,2026-01-07,2601,Procesado,0
"0,66",1E7b39rBdWmzXQqg92EJJhduYw_PxsmNa,Detector-Measurement Point-Traffic Data - Processed-260106_260106.csv,2026-03-03T16:29:08.499Z,2026-01-07T05:14:32.951Z,text/csv,2026-01-06,2601,Procesado,0
"0,66",1hVvalxi_XGY4HUSY3pgZiHQWjR3h3XS2,Detector-Measurement Point-Traffic Data - Processed-260105_260105.csv,2026-03-03T16:28:12.348Z,2026-01-06T05:15:04.593Z,text/csv,2026-01-05,2601,Procesado,0
"0,66",1gVjj8JzYxqz19lQcXUIaWyFc4FJU1Xyt,Detector-Measurement Point-Traffic Data - Processed-260104_260104.csv,2026-03-03T16:27:42.061Z,2026-01-05T05:14:35.756Z,text/csv,2026-01-04,2601,Procesado,0
"0,66",1fnxHBC2rqmR2JseQGu3QX4crSZgnc5YG,Detector-Measurement Point-Traffic Data - Processed-260103_260103.csv,2026-03-03T16:29:31.588Z,2026-01-04T05:14:10.958Z,text/csv,2026-01-03,2601,Procesado,0
"0,66",1fjJxnDfb9UY_pz65uhu8UIqHqQx02-CF,Detector-Measurement Point-Traffic Data - Processed-260102_260102.csv,2026-03-03T16:28:02.403Z,2026-01-03T05:14:22.193Z,text/csv,2026-01-02,2601,Procesado,0
"0,66",1eJaAtGltwZDXa14LXRaokQ7FNkOPhSR-,Detector-Measurement Point-Traffic Data - Processed-260101_260101.csv,2026-03-03T16:28:33.824Z,2026-01-02T05:14:44.958Z,text/csv,2026-01-01,2601,Procesado,0
"0,66",1KPdr5OWEN1KDZKlN4q6VaF4xRetDb5yM,Detector-Measurement Point-Traffic Data - Processed-251231_251231.csv,2026-03-03T16:27:57.893Z,2026-01-01T05:15:13.128Z,text/csv,2025-12-31,2512,Procesado,351211
"0,66",1l-vrpS0pSyw4R80Saezi-1Ly1UfFMaKO,Detector-Measurement Point-Traffic Data - Processed-251230_251230.csv,2026-03-03T16:29:29.889Z,2025-12-31T05:14:38.890Z,text/csv,2025-12-30,2512,Procesado,351768
"0,66",1g1Yt-Q5vT2UqPhI0-Hkp0WPaSU_GAOcF,Detector-Measurement Point-Traffic Data - Processed-251229_251229.csv,2026-03-03T16:28:10.649Z,2025-12-30T05:14:32.710Z,text/csv,2025-12-29,2512,Procesado,349012
"0,66",1B9bx0YdozdvAPKmNoj9pTPuVpfuCdklw,Detector-Measurement Point-Traffic Data - Processed-251228_251228.csv,2026-03-03T16:28:20.556Z,2025-12-29T05:14:05.804Z,text/csv,2025-12-28,2512,Procesado,344242
"0,66",1kko9xdhNe3hFjzNctRRE7gLLfXMVxWQ2,Detector-Measurement Point-Traffic Data - Processed-251227_251227.csv,2026-03-03T16:28:34.116Z,2025-12-28T05:14:39.888Z,text/csv,2025-12-27,2512,Procesado,345306
"0,66",1rscdz5WAn_eNR2pxaZnMILZ7Je0dt0X4,Detector-Measurement Point-Traffic Data - Processed-251226_251226.csv,2026-03-03T16:27:40.316Z,2025-12-27T05:15:24.599Z,text/csv,2025-12-26,2512,Procesado,346618
"0,66",1vz56P0hIpBr5Dy2MoaxNw5JjGaRP4wEC,Detector-Measurement Point-Traffic Data - Processed-251225_251225.csv,2026-03-03T16:29:49.985Z,2025-12-26T05:15:01.525Z,text/csv,2025-12-25,2512,Procesado,348523
"0,66",1ntJSHoo0MaSYQf_qiigPsn4SMgEk_RmB,Detector-Measurement Point-Traffic Data - Processed-251224_251224.csv,2026-03-03T16:29:18.412Z,2025-12-25T05:15:17.022Z,text/csv,2025-12-24,2512,Procesado,348398
"0,66",1Bmv9E23NwFWT0OOE14eVLbXVlzP6GP2v,Detector-Measurement Point-Traffic Data - Processed-251223_251223.csv,2026-03-03T16:29:52.633Z,2025-12-24T05:15:27.379Z,text/csv,2025-12-23,2512,Procesado,349165
"0,66",1vd8dz5qVmj27QHBB5DK0Ouc0lGMJx6Go,Detector-Measurement Point-Traffic Data - Processed-251222_251222.csv,2026-03-03T16:29:52.140Z,2025-12-23T05:16:16.543Z,text/csv,2025-12-22,2512,Procesado,345383
"0,66",114B4OoyfkfOOodeZRSf6Ob1YdSdznMLr,Detector-Measurement Point-Traffic Data - Processed-251221_251221.csv,2026-03-03T16:27:53.997Z,2025-12-22T05:15:25.490Z,text/csv,2025-12-21,2512,Procesado,344985
"0,66",1BNw9MXUm_O6SWYVE7gxIQEk-Wor7g0wM,Detector-Measurement Point-Traffic Data - Processed-251220_251220.csv,2026-03-03T16:28:44.203Z,2025-12-21T05:16:01.052Z,text/csv,2025-12-20,2512,Procesado,340651
"0,65",1ENmhWAU2lJnAmsUO1kRBIXUNPEvP3EbV,Detector-Measurement Point-Traffic Data - Processed-251219_251219.csv,2026-03-03T16:29:49.173Z,2025-12-20T05:26:04.928Z,text/csv,2025-12-19,2512,Procesado,283589
"0,66",1Diqyc8pKYQsujawnAnvv6yCl218NcO7P,Detector-Measurement Point-Traffic Data - Processed-251218_251218.csv,2026-03-03T16:29:09.581Z,2025-12-19T05:14:25.705Z,text/csv,2025-12-18,2512,Procesado,343214
"0,66",1OvKUsc8VcEKmPH-Dhn0L2ZJ5cFqbyk5E,Detector-Measurement Point-Traffic Data - Processed-251217_251217.csv,2026-03-03T16:28:35.284Z,2025-12-18T05:17:52.177Z,text/csv,2025-12-17,2512,Procesado,344397
"0,66",1MfX5usrnALoPbt_et8RHM7EsYrru8Bhg,Detector-Measurement Point-Traffic Data - Processed-251216_251216.csv,2026-03-03T16:27:53.543Z,2025-12-17T05:14:48.489Z,text/csv,2025-12-16,2512,Procesado,345816
"0,66",12bEqPzZWezOAI7gBUm4iGz3KLfcvzgMJ,Detector-Measurement Point-Traffic Data - Processed-251215_251215.csv,2026-03-03T16:29:54.157Z,2025-12-16T05:14:37.607Z,text/csv,2025-12-15,2512,Procesado,348745
"0,66",1KmUKxlMhiG50LWfwB2FNAI9YoKvSjeYk,Detector-Measurement Point-Traffic Data - Processed-251214_251214.csv,2026-03-03T16:28:30.325Z,2025-12-15T05:14:11.212Z,text/csv,2025-12-14,2512,Procesado,349341
"0,66",1obMHcDXVCVTUbLyjZt06qwp960HCBF9e,Detector-Measurement Point-Traffic Data - Processed-251213_251213.csv,2026-03-03T16:29:13.160Z,2025-12-14T05:14:43.779Z,text/csv,2025-12-13,2512,Procesado,349078
"0,66",1gp4RWTfmjfdIFqEZJ7TigwE_Ebi3EZ55,Detector-Measurement Point-Traffic Data - Processed-251212_251212.csv,2026-03-03T16:28:06.926Z,2025-12-13T05:14:29.862Z,text/csv,2025-12-12,2512,Procesado,342875
"0,66",1kk2uU4XgXm7ZcUQrzcVeGAdCcjjR0Qo6,Detector-Measurement Point-Traffic Data - Processed-251211_251211.csv,2026-03-03T16:28:04.221Z,2025-12-12T05:14:37.480Z,text/csv,2025-12-11,2512,Procesado,344375
"0,66",1EWntRD_qSNZp_WXsLyudgUa8djLK81Ik,Detector-Measurement Point-Traffic Data - Processed-251210_251210.csv,2026-03-03T16:28:43.794Z,2025-12-11T05:15:06.592Z,text/csv,2025-12-10,2512,Procesado,343223
"0,66",1xZA5OPlSXSMHtog9LQG42YtwKffzV0td,Detector-Measurement Point-Traffic Data - Processed-251209_251209.csv,2026-03-03T16:29:01.877Z,2025-12-10T05:15:26.029Z,text/csv,2025-12-09,2512,Procesado,343977
"0,66",1B_JCKk3DGW9Kb4C5HvaqOA1vAArFO8JC,Detector-Measurement Point-Traffic Data - Processed-251208_251208.csv,2026-03-03T16:29:54.840Z,2025-12-09T05:14:25.457Z,text/csv,2025-12-08,2512,Procesado,343978
"0,66",11bNx1HHNR5AJky5-1mJodnwj67lu9RZg,Detector-Measurement Point-Traffic Data - Processed-251207_251207.csv,2026-03-03T16:29:40.310Z,2025-12-08T05:13:59.322Z,text/csv,2025-12-07,2512,Procesado,343661
"0,66",1aWT6lPOZdDbAGHhqbUoOMHOuYndBT_gB,Detector-Measurement Point-Traffic Data - Processed-251206_251206.csv,2026-03-03T16:29:30.185Z,2025-12-07T05:14:14.688Z,text/csv,2025-12-06,2512,Procesado,346657
"0,66",13M-EYR2iMV96a2QtnjWbZrnC9UdBlIJ1,Detector-Measurement Point-Traffic Data - Processed-251205_251205.csv,2026-03-03T16:28:46.921Z,2025-12-06T05:15:16.594Z,text/csv,2025-12-05,2512,Procesado,352205
"0,66",1StlIts4pvfEY5cXP7KRdmuGGitXeITjB,Detector-Measurement Point-Traffic Data - Processed-251204_251204.csv,2026-03-03T16:29:25.412Z,2025-12-05T05:14:30.283Z,text/csv,2025-12-04,2512,Procesado,348762
"0,66",1gswmrAuYP5vzb3dwnvX4t_kvbXC7XZ-a,Detector-Measurement Point-Traffic Data - Processed-251203_251203.csv,2026-03-03T16:29:20.529Z,2025-12-04T05:14:34.045Z,text/csv,2025-12-03,2512,Procesado,343244
30.12,1fWjJDNicplg8OJZtTKhCQsY3n_jEeH-s,Detector-Measurement Point-Traffic Data - Processed-251202_251202.csv,2026-03-03T16:28:35.875Z,2025-12-03T05:15:12.857Z,text/csv,2025-12-02,2512,Procesado,332415
30.12,11WfTqLvZuYY1YQ-74ARTK_moSykFuAqc,Detector-Measurement Point-Traffic Data - Processed-251201_251201.csv,2026-03-03T16:28:35.578Z,2025-12-02T05:14:13.311Z,text/csv,2025-12-01,2512,Procesado,346424
30.12,1NxOHi6mEJb2EsyUB09o9Ykuyw_grarb4,Detector-Measurement Point-Traffic Data - Processed-251130_251130.csv,2026-03-03T16:28:47.770Z,2025-12-01T05:14:09.696Z,text/csv,2025-11-30,2511,Procesado,0
30.12,1bDVmXKnwxvUmmUF_Wdc_gqcHS7qcEyAH,Detector-Measurement Point-Traffic Data - Processed-251129_251129.csv,2026-03-03T16:28:48.378Z,2025-11-30T05:25:00.917Z,text/csv,2025-11-29,2511,Procesado,0
31.12,1u6cPGG_0EtL6BlQp_ew-Y5y15K5aPUdu,Detector-Punto de medición-Datos de tráfico - procesados-251128_251129.csv,2026-03-03T16:28:18.829Z,2025-11-29T17:12:42.837Z,text/csv,2025-11-28,2511,Pendiente,0
30.12,1OoeQVNpRYsfpz2UZvUZALcPrjV9SLnHh,Detector-Punto de medición-Datos de tráfico - procesados-251127_251127.csv,2026-03-03T16:28:14.475Z,2025-11-28T14:36:27.624Z,text/csv,2025-11-27,2511,Pendiente,0
31.12,1f-596NySpSnxcsUPiihdescxnmXIb3hP,Detector-Measurement Point-Traffic Data - Processed-251126_251127.csv,2026-03-03T16:27:45.695Z,2025-11-29T05:22:01.643Z,text/csv,2025-11-26,2511,Procesado,0
31.12,1NbjqQs38FqTcTnEtCnMa3Q3MHtquEspU,Detector-Punto de medición-Datos de tráfico - procesados-251126_251127.csv,2026-03-03T16:28:48.825Z,2025-11-28T20:11:01.020Z,text/csv,2025-11-26,2511,Pendiente,0
31.12,1Z5ugwu0ZZoQTDeynBAC9uuo9YCbZL3xy,Detector-Punto de medición-Datos de tráfico - procesados-251125_251126.csv,2026-03-03T16:29:27.191Z,2025-11-28T18:40:39.973Z,text/csv,2025-11-25,2511,Pendiente,0
31.12,1LoSNOSSRWQB7Jp08dbAG8V9hzO_C-qMf,Detector-Measurement Point-Traffic Data - Processed-251121_251127.csv,2026-03-03T16:29:02.481Z,2025-11-28T05:29:00.899Z,text/csv,2025-11-21,2511,Procesado,0
31.12,18UuNyuOSW8Gp3MRcSiEA8wqabp2r9014,Detector-Measurement Point-Traffic Data - Processed-251120_251126.csv,2026-03-03T16:28:58.069Z,2025-11-27T05:29:06.849Z,text/csv,2025-11-20,2511,Procesado,0
"1,05",11cc6EsP3r_YxqFr32PJKtMzlP-XVQLcE,Detector-Measurement Point-Traffic Data - Processed-251119_251125.csv,2026-03-03T16:28:14.177Z,2025-11-26T05:29:23.998Z,text/csv,2025-11-19,2511,Procesado,0
"1,05",1VmADkf377Gxp_NWTuk6Q19btYZGqDS2d,Detector-Punto de medición-Datos de tráfico - procesados-251118_251124.csv,2026-03-03T16:29:32.045Z,2025-11-25T12:41:40.353Z,text/csv,2025-11-18,2511,Pendiente,0
31.12,1P7Z6Bm7Km3gDwtKYK5-cyJ1pa_5yX1iY,Detector-Measurement Point-Traffic Data - Processed-251118_251124.csv,2026-03-03T16:29:57.424Z,2025-11-25T05:28:29.820Z,text/csv,2025-11-18,2511,Procesado,0
"1,05",1Rm1rWTTBJfQaHgRtNgNke6Lzs1DUzftg,Detector-Measurement Point-Traffic Data - Processed-251117_251123.csv,2026-03-03T16:29:46.183Z,2025-11-24T20:43:17.248Z,text/csv,2025-11-17,2511,Procesado,0
31.12,1RFW_dA4zRDhrFnd1khfaIf5FRi3K-irg,Detector-Measurement Point-Traffic Data - Processed-251117_251123.csv.bak,2026-03-03T16:28:41.995Z,2025-11-24T05:29:12.383Z,application/octet-stream,2025-11-17,2511,Pendiente,0
31.12,15BYWXhhhxA7WW4z-1Ij4W-Thg-C0iO94,Detector-Measurement Point-Traffic Data - Processed-251116_251122.csv,2026-03-03T16:29:07.889Z,2025-11-23T05:27:17.899Z,text/csv,2025-11-16,2511,Procesado,0
"1,05",1adaY6U0ZHIhp_wJDpL4SLHWuYN6B2XEA,Detector-Measurement Point-Traffic Data - Processed-251115_251121.csv,2026-03-03T16:29:25.872Z,2025-11-22T05:27:47.688Z,text/csv,2025-11-15,2511,Procesado,0
31.12,1b8qeudkXI3sSGnInX-qwFERf27-PGTiC,Detector-Measurement Point-Traffic Data - Processed-251114_251120.csv,2026-03-03T16:28:52.914Z,2025-11-21T05:27:44.367Z,text/csv,2025-11-14,2511,Procesado,0
"1,05",13nNmzQrVAajQItFtq16JEsH63U7Aj0vO,Detector-Measurement Point-Traffic Data - Processed-251113_251119.csv,2026-03-03T16:29:34.588Z,2025-11-20T05:27:53.435Z,text/csv,2025-11-13,2511,Procesado,0
"1,05",1ByB2cB53DvYAhSyb3TCB8RWBIIrJULBu,Detector-Measurement Point-Traffic Data - Processed-251111_251117.csv,2026-03-03T16:29:30.982Z,2025-11-18T05:29:30.104Z,text/csv,2025-11-11,2511,Procesado,337921
30.12,1QNqA3_IT--aQNSzGVAUUWjeN4QGSsvYv,Detector-Measurement Point-Traffic Data - Processed-251111_251111.csv,2026-03-03T16:28:05.156Z,2025-11-12T05:17:34.647Z,text/csv,2025-11-11,2511,Procesado,330107
"1,05",1fngLyOwixlJF1s9GEvIz3-0LrBUXip_u,Detector-Punto de medición-Datos de tráfico - procesados-251111_251117.csv,2026-03-03T16:28:56.623Z,2025-11-18T13:32:51.755Z,text/csv,2025-11-11,2511,Pendiente,0
"0,65",1r5w6oshBrSGGFFSIIwBpyftAPpV4vy6r,Detector-Measurement Point-Traffic Data - Processed-251110_251110.csv,2026-03-03T16:28:45.506Z,2025-11-11T05:14:39.116Z,text/csv,2025-11-10,2511,Procesado,342988
"1,05",1X37tspdiNOj0utfd9K_P78_6awnVLQHg,Detector-Measurement Point-Traffic Data - Processed-251110_251116.csv,2026-03-03T16:29:55.628Z,2025-11-17T05:28:42.984Z,text/csv,2025-11-10,2511,Procesado,553679
"1,05",1ej903ywY9NFGuOI8EvVhPY4epnPAivBf,Detector-Measurement Point-Traffic Data - Processed-251109_251115.csv,2026-03-03T16:29:23.101Z,2025-11-16T05:28:50.681Z,text/csv,2025-11-09,2511,Procesado,342968
"0,65",1vq6f8EVs8-QZVmETKt6LmXo-jiXnt7vZ,Detector-Measurement Point-Traffic Data - Processed-251109_251109.csv,2026-03-03T16:29:35.576Z,2025-11-10T05:14:57.913Z,text/csv,2025-11-09,2511,Procesado,340794
"0,65",1ygPaqLEIrzql9hRsh6H-LjhS7VDXUCEP,Detector-Measurement Point-Traffic Data - Processed-251108_251108.csv,2026-03-03T16:28:43.450Z,2025-11-09T05:15:18.947Z,text/csv,2025-11-08,2511,Procesado,341066
"1,05",1Q3-4cOkWN9Gy3qC1RkCaQAZpuxecy4uZ,Detector-Measurement Point-Traffic Data - Processed-251108_251114.csv,2026-03-03T16:27:43.424Z,2025-11-15T05:27:38.057Z,text/csv,2025-11-08,2511,Procesado,553855
"1,05",1Qw9zTTwzw0T-O2mTL2BmXp4Q-HmoLL_H,Detector-Measurement Point-Traffic Data - Processed-251107_251113.csv,2026-03-03T16:28:27.055Z,2025-11-14T05:28:33.460Z,text/csv,2025-11-07,2511,Procesado,341066
"0,65",1H1x3iLCJpAo2z7WEOYEsTXSHpwaHz4Ys,Detector-Measurement Point-Traffic Data - Processed-251107_251107.csv,2026-03-03T16:27:49.537Z,2025-11-08T05:14:28.755Z,text/csv,2025-11-07,2511,Procesado,341066
"0,65",1IGMokvorXbU6uJUgsoSSaCNRsEDjGEnH,Detector-Measurement Point-Traffic Data - Processed-251106_251106.csv,2026-03-03T16:28:36.992Z,2025-11-07T05:14:31.914Z,text/csv,2025-11-06,2511,Procesado,341066
"1,05",11l56hMiuxRmBl5Z_LVtQEd70Oz_h5vKk,Detector-Measurement Point-Traffic Data - Processed-251106_251112.csv,2026-03-03T16:28:00.274Z,2025-11-13T05:28:27.112Z,text/csv,2025-11-06,2511,Procesado,341066
"0,65",11fcDdyahyagk3JWIK1qtQqSleEqc9CUh,Detector-Measurement Point-Traffic Data - Processed-251105_251105.csv,2026-03-03T16:28:13.481Z,2025-11-06T05:16:31.475Z,text/csv,2025-11-05,2511,Procesado,341066
"1,05",1RE5_q6sOe8NwRDcX9FPeiwtfgx7eiwuD,Detector-Punto de medición-Datos de tráfico - procesados-251104_251110.csv,2026-03-03T16:29:16.365Z,2025-11-11T20:08:32.784Z,text/csv,2025-11-04,2511,Pendiente,0
"0,65",1snMuyxOtSSzsBEnpxQIDA0dMW5rx3iyZ,Detector-Measurement Point-Traffic Data - Processed-251104_251104.csv,2026-03-03T16:28:11.540Z,2025-11-05T05:15:46.643Z,text/csv,2025-11-04,2511,Procesado,341066
"0,65",1dbOyKck6bd5Xw_z5ujcYoT0mzOR6ESaT,Detector-Measurement Point-Traffic Data - Processed-251103_251103.csv,2026-03-03T16:28:23.928Z,2025-11-04T05:15:32.252Z,text/csv,2025-11-03,2511,Procesado,341066
"0,65",1vFe8vC4OzhxxtGfVTARDFE8ferc3jhHj,Detector-Measurement Point-Traffic Data - Processed-251102_251102.csv,2026-03-03T16:28:43.159Z,2025-11-03T05:14:12.150Z,text/csv,2025-11-02,2511,Procesado,339896
"0,65",1UE9kQmMIxDBwA1rmn3yTFvwxbVs8L1JI,Detector-Measurement Point-Traffic Data - Processed-251101_251101.csv,2026-03-03T16:28:51.171Z,2025-11-02T05:14:03.712Z,text/csv,2025-11-01,2511,Procesado,342013
"0,65",1xrn9mS5cnW5SKcS_hbxAGJ2frEge3WXN,Detector-Measurement Point-Traffic Data - Processed-251031_251031.csv,2026-03-03T16:28:11.985Z,2025-11-01T05:15:19.538Z,text/csv,2025-10-31,2510,Procesado,339988
"0,65",1nZwQkXbSh1ut-cJdVGakpc2LGVe6rCs2,Detector-Measurement Point-Traffic Data - Processed-251030_251030.csv,2026-03-03T16:27:47.767Z,2025-10-31T05:16:00.977Z,text/csv,2025-10-30,2510,Procesado,348370
"0,65",1ytZzr_XtaILJFJbEokk6b6jaWQQzU16d,Detector-Measurement Point-Traffic Data - Processed-251029_251029.csv,2026-03-03T16:28:49.734Z,2025-10-30T05:15:38.085Z,text/csv,2025-10-29,2510,Procesado,345382
"0,65",1zuqd6WleXrM05NTpQeulfddSaE49jFn6,Detector-Measurement Point-Traffic Data - Processed-251028_251028.csv,2026-03-03T16:27:44.823Z,2025-10-29T05:16:39.911Z,text/csv,2025-10-28,2510,Procesado,344668
"0,65",1It4pJbQ220eAY37NJw7zR2c8Dqd-N7Vh,Detector-Measurement Point-Traffic Data - Processed-251027_251027.csv,2026-03-03T16:28:10.940Z,2025-10-28T05:15:59.052Z,text/csv,2025-10-27,2510,Procesado,342096
"0,65",1TuOdOpBRU6ZM4U3hz1RsIcFj85jIQeaq,Detector-Measurement Point-Traffic Data - Processed-251026_251026.csv,2026-03-03T16:28:15.835Z,2025-10-27T05:15:10.770Z,text/csv,2025-10-26,2510,Procesado,313718
"0,65",1NU7JFys0OiLJBZx3VexB0RAW6HqnhlLD,Detector-Measurement Point-Traffic Data - Processed-251025_251025.csv,2026-03-03T16:29:51.485Z,2025-10-26T05:15:58.278Z,text/csv,2025-10-25,2510,Procesado,324808
"0,65",1UzrZpu-_4fAl-Inn8loziMoI2bn7ImNx,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251024_251024.csv,2026-03-03T16:27:40.618Z,2025-10-25T05:16:18.394Z,text/csv,2025-10-24,2510,Procesado,322746
