size_in_MB,id,name,creation,last_modification,type_of_file,date,mes,Estado,num
"0,65",1fSraOVdXdVBodylMW9jF4l56_rExD7X2,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251023_251023.csv,2026-03-03T16:27:35.019Z,2025-10-24T05:15:27.360Z,text/csv,2025-10-23,2510,Procesado,316328
"0,65",1Fv_s2CdSbZ1pu291eQcMUN9tqawMPElJ,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251022_251022.csv,2026-03-03T16:29:47.632Z,2025-10-23T05:14:56.008Z,text/csv,2025-10-22,2510,Procesado,337167
"0,65",14GNnjozCvJg1LYs-DKmxo1lIBRG5Er0H,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251021_251021.csv,2026-03-03T16:28:47.275Z,2025-10-22T05:15:37.857Z,text/csv,2025-10-21,2510,Procesado,337702
"0,65",1ctDyo9FojmHjgdQaatcpASNa_d_wsFnu,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251020_251020.csv,2026-03-03T16:27:57.167Z,2025-10-21T05:15:16.982Z,text/csv,2025-10-20,2510,Procesado,339185
"0,65",1FAtVf0vUXAZImwcev8oRiE3p7ECWUWz7,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251019_251019.csv,2026-03-03T16:28:25.839Z,2025-10-20T05:15:29.283Z,text/csv,2025-10-19,2510,Procesado,341847
"0,65",1jqotXOC9xPdX5clte2jGCQ7WFToyVGnI,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251018_251018.csv,2026-03-03T16:27:41.073Z,2025-10-19T05:15:15.944Z,text/csv,2025-10-18,2510,Procesado,343007
"0,65",1FBy9SKWTTwycyLrmvLvq2hIkS1weXn-f,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251017_251017.csv,2026-03-03T16:29:14.678Z,2025-10-18T05:15:22.189Z,text/csv,2025-10-17,2510,Procesado,325799
"0,65",1N2UG7tMlHZX39Y-qCEbbYyCMbvovmi9t,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251016_251016.csv,2026-03-03T16:29:51.184Z,2025-10-17T05:16:16.116Z,text/csv,2025-10-16,2510,Procesado,286206
"0,65",15Enfh7IjoC6sABDYAc8LWcXPThz7Ovk-,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251015_251015.csv,2026-03-03T16:29:25.115Z,2025-10-16T05:16:00.158Z,text/csv,2025-10-15,2510,Procesado,287187
"0,66",1QV74xxSqFoSLpfIT5BfnpcFuPicBtC9-,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251014_251014.csv,2026-03-03T16:27:35.636Z,2025-10-15T05:14:52.528Z,text/csv,2025-10-14,2510,Procesado,307440
"0,65",1RU_2nmElFZzbsczRSO9GW6EI5EHybowT,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251013_251013.csv,2026-03-03T16:27:42.361Z,2025-10-14T05:14:06.404Z,text/csv,2025-10-13,2510,Procesado,347533
"0,65",1DwFO5rmjDLYBQCW2f4CPcckv232AP7Mv,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251012_251012.csv,2026-03-03T16:29:14.981Z,2025-10-13T05:14:26.808Z,text/csv,2025-10-12,2510,Procesado,343932
"0,65",12Jh5DRmSnWlzP-MySh29HinrUm2cR6lg,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251011_251011.csv,2026-03-03T16:29:31.286Z,2025-10-12T05:14:25.733Z,text/csv,2025-10-11,2510,Procesado,328919
"0,66",1dldUyjtaQB2tuLrSHtjRu3RiuNm38PDA,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251010_251010.csv,2026-03-03T16:29:09.885Z,2025-10-11T05:14:29.448Z,text/csv,2025-10-10,2510,Procesado,336234
"0,66",1KKCklUie1oAGKl_lQOfN3T7BEYCH1L-n,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251009_251009.csv,2026-03-03T16:28:59.445Z,2025-10-10T05:16:44.302Z,text/csv,2025-10-09,2510,Procesado,339133
"0,66",1AltFa0_B2MB_AznuxE_y-2HWiZMEWhC5,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251008_251008.csv,2026-03-03T16:27:48.366Z,2025-10-09T05:14:30.796Z,text/csv,2025-10-08,2510,Procesado,338844
"0,66",1S6hOkKc8b41QaofPTxmz-4LwzrYguZ_O,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251007_251007.csv,2026-03-03T16:28:51.471Z,2025-10-08T05:13:31.929Z,text/csv,2025-10-07,2510,Procesado,342200
"0,66",12BQWQgF2azaS7BYXjCyCLRDX-q0_LQWe,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251006_251006.csv,2026-03-03T16:28:52.115Z,2025-10-07T05:14:08.330Z,text/csv,2025-10-06,2510,Procesado,339089
"0,66",1F0XbgOUTQSlFeNIxmJiIkae-9zyeFsad,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251005_251005.csv,2026-03-03T16:29:47.237Z,2025-10-06T05:13:41.217Z,text/csv,2025-10-05,2510,Procesado,337924
"0,66",1QTbgzrq166mtYW31Ne7OsoIlzSUHzjYD,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251004_251004.csv,2026-03-03T16:29:28.685Z,2025-10-05T05:13:31.559Z,text/csv,2025-10-04,2510,Procesado,314297
"0,66",1HXcifQbiPTo-Qbp5JhL95tS0To9JIhXo,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251003_251003.csv,2026-03-03T16:28:39.624Z,2025-10-04T05:13:41.769Z,text/csv,2025-10-03,2510,Procesado,316495
"0,66",1D-FU-yTkeB14XimzhJ5WYJb05qKaZHwA,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251002_251002.csv,2026-03-03T16:27:58.708Z,2025-10-03T05:16:13.511Z,text/csv,2025-10-02,2510,Procesado,316795
"0,61",1PDLv2hSGuobGKKCHXQVYM9PlB1QG6ifL,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-251001_251001.csv,2026-03-03T16:27:52.471Z,2025-10-02T05:14:37.217Z,text/csv,2025-10-01,2510,Procesado,316528
"0,66",11JGsydDWMhNMA3Kv4Y2dArPwCTUZWZyA,Detector-Punto de medición-Datos de tráfico - procesados-251001_251001.csv,2026-03-03T16:28:54.413Z,2025-10-02T13:37:28.205Z,text/csv,2025-10-01,2510,Pendiente,0
"0,61",1MD9D-w7-N2q-22YqctBvybZXlRRg2-EB,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250930_250930.csv,2026-03-03T16:29:34.992Z,2025-10-01T05:30:19.910Z,text/csv,2025-09-30,2509,Procesado,319555
"0,62",1JNLsGCjDETYcOtKsqgeX6twC8FoYtIr0,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250929_250929.csv,2026-03-03T16:28:10.036Z,2025-09-30T05:14:47.571Z,text/csv,2025-09-29,2509,Procesado,318053
"0,62",1hiddE7qaSYugZnc0FBaSpuNmzgITD4HK,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250928_250928.csv,2026-03-03T16:29:05.735Z,2025-09-29T05:16:04.576Z,text/csv,2025-09-28,2509,Procesado,320470
"0,62",1pBzo2aYkOUz5SMur0EyxHsIKaQtarjgk,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250927_250927.csv,2026-03-03T16:27:41.449Z,2025-09-28T05:16:01.676Z,text/csv,2025-09-27,2509,Procesado,317997
"0,62",1gzK3z6GuQ4-wzhEz0JC8kM37Gt79duYV,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250926_250926.csv,2026-03-03T16:29:50.558Z,2025-09-27T05:14:01.975Z,text/csv,2025-09-26,2509,Procesado,321011
"0,62",13Qftle5GlV54CoofLmDUlBuarG63_yiv,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250925_250925.csv,2026-03-03T16:27:54.684Z,2025-09-26T05:13:28.764Z,text/csv,2025-09-25,2509,Procesado,314930
"0,62",1rxIRAIEVy49789f4PiXdj58Z_2INGDWk,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250924_250924.csv,2026-03-03T16:28:03.920Z,2025-09-25T05:13:59.739Z,text/csv,2025-09-24,2509,Procesado,313282
"0,62",1ZwmWJhq6kDQIusdRZom96NKFQsza6pqF,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250923_250923.csv,2026-03-03T16:27:58.993Z,2025-09-24T05:13:37.970Z,text/csv,2025-09-23,2509,Procesado,308707
"0,62",1_AHRoh_W-g94myynp80WXWVRPNKmhki1,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250922_250922.csv,2026-03-03T16:27:38.394Z,2025-09-23T05:13:37.911Z,text/csv,2025-09-22,2509,Procesado,312889
"0,62",1HothklPAJJ_F21ld-cMvqXToBC-snR5A,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250921_250921.csv,2026-03-03T16:29:02.891Z,2025-09-22T05:13:33.350Z,text/csv,2025-09-21,2509,Procesado,315855
"0,62",1i-vd-eThH1NTZtWTJ2epqUVE3nNBdB2W,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250920_250920.csv,2026-03-03T16:29:32.505Z,2025-09-21T05:14:20.285Z,text/csv,2025-09-20,2509,Procesado,313845
"0,62",1EtSA_3a-qSRvecgh4LtYYPziOZMdJULi,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250919_250919.csv,2026-03-03T16:29:37.006Z,2025-09-20T05:13:58.442Z,text/csv,2025-09-19,2509,Procesado,306722
"0,62",1l64h6xhUxg2U-pIGTJw3KI53QggMC532,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250918_250918.csv,2026-03-03T16:29:35.272Z,2025-09-19T05:17:40.197Z,text/csv,2025-09-18,2509,Procesado,310674
"0,62",1IsMSJqInOkKf03TVSRWo9oCfClSZ9tco,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250917_250917.csv,2026-03-03T16:28:42.360Z,2025-09-18T05:13:30.069Z,text/csv,2025-09-17,2509,Procesado,310604
"0,62",10K2cSbQtLvfMqH4V0yTTEGURUqb3uoYu,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250916_250916.csv,2026-03-03T16:29:36.474Z,2025-09-17T05:13:37.373Z,text/csv,2025-09-16,2509,Procesado,312058
"0,62",1-7DMea39A4QXCCeJzl10y5kD3PJV8hMO,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250915_250915.csv,2026-03-03T16:28:57.324Z,2025-09-16T05:13:32.643Z,text/csv,2025-09-15,2509,Procesado,316857
"0,62",1CfZURiT7DONizAPl1BPVg3glpjuHBA9H,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250914_250914.csv,2026-03-03T16:29:13.740Z,2025-09-15T05:13:34.115Z,text/csv,2025-09-14,2509,Procesado,316583
"0,62",1lW7G6Fzp35NuqiEX3-uu--iPEHOaWkHw,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250913_250913.csv,2026-03-03T16:29:21.092Z,2025-09-14T05:14:46.688Z,text/csv,2025-09-13,2509,Procesado,324581
"0,62",1tDQBhe5CT7xHDNlIFtCZDNmRKGtwYtDR,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250912_250912.csv,2026-03-03T16:29:09.028Z,2025-09-13T05:15:42.411Z,text/csv,2025-09-12,2509,Procesado,333335
"0,62",1gf2ELRpSdnsELLVvbz8gKz-nyRimDCCG,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250911_250911.csv,2026-03-03T16:28:22.380Z,2025-09-12T05:17:15.926Z,text/csv,2025-09-11,2509,Procesado,330299
"0,62",1dybp4MwGLxkBq8-QvY5zYrnquo8FlwAB,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250910_250910.csv,2026-03-03T16:29:49.462Z,2025-09-11T05:14:44.380Z,text/csv,2025-09-10,2509,Procesado,330978
"0,66",1TpI7Go4X_9UoFUIKb1HJEHagV1hOIKl4,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250909_250909.csv,2026-03-03T16:28:23.216Z,2025-09-10T05:14:35.956Z,text/csv,2025-09-09,2509,Procesado,334845
"0,66",1gYyABe12UaNFO_e5O7sTmeIw9Hb4ruop,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250908_250908.csv,2026-03-03T16:28:50.778Z,2025-09-09T05:14:37.647Z,text/csv,2025-09-08,2509,Procesado,331536
"0,66",1Nm3vZjjuiZQ2-Bl4cPTR2m3wP3y66iAG,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250907_250907.csv,2026-03-03T16:28:59.150Z,2025-09-08T05:15:34.770Z,text/csv,2025-09-07,2509,Procesado,329303
"0,66",1LVBoIUN_qY2u4cor3c9RMWZIct1DXuCV,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250906_250906.csv,2026-03-03T16:27:39.666Z,2025-09-07T05:15:21.934Z,text/csv,2025-09-06,2509,Procesado,332631
"0,66",184BPaw3eiORbelLBjnZjpoceZNm55sVa,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250905_250905.csv,2026-03-03T16:27:56.868Z,2025-09-06T05:16:30.830Z,text/csv,2025-09-05,2509,Procesado,329812
"0,66",1qvwudES28BgtWoW2l1JGRZC3WRTF27Zu,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250904_250904.csv,2026-03-03T16:29:11.325Z,2025-09-05T05:16:08.966Z,text/csv,2025-09-04,2509,Procesado,320244
"0,67",1K3jgy4LIZAewQncgvhvqkFxEgMsHqQew,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250903_250903.csv,2026-03-03T16:29:56.603Z,2025-09-04T05:16:17.094Z,text/csv,2025-09-03,2509,Procesado,323240
"0,67",1LicJblfkmcmopUmXfd6MxGLEFRN0fsiO,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250902_250902.csv,2026-03-03T16:28:01.290Z,2025-09-03T05:14:13.562Z,text/csv,2025-09-02,2509,Procesado,324939
"0,67",10ttsw8APX7k7rbvaUaOlwAJvkhah5ues,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250901_250901.csv,2026-03-03T16:28:44.909Z,2025-09-02T05:14:09.934Z,text/csv,2025-09-01,2509,Procesado,330207
"0,67",1aQ6xLfeXDu5-zNlNIskGTu6pmVCl6gL6,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250831_250831.csv,2026-03-03T16:28:59.804Z,2025-09-01T05:15:01.506Z,text/csv,2025-08-31,2508,Procesado,335837
"0,67",1n9347MRPhNA7O3iPOD7c1ukxNRcV_VBW,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250830_250830.csv,2026-03-03T16:29:33.932Z,2025-08-31T05:14:10.763Z,text/csv,2025-08-30,2508,Procesado,339862
"0,67",1nToJH3iHJqL0XSe29luHAzfoBhViUjzf,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250829_250829.csv,2026-03-03T16:28:04.851Z,2025-08-30T05:14:47.063Z,text/csv,2025-08-29,2508,Procesado,335320
"0,67",1SSzcq3_RCCRfKoYfuwHT2FW17ygLg2WX,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250828_250828.csv,2026-03-03T16:29:17.696Z,2025-08-29T05:15:40.620Z,text/csv,2025-08-28,2508,Procesado,334491
"0,67",1rm_jPZv2n_jsE0s9uZNiHY7oQzDlrJZ_,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250827_250827.csv,2026-03-03T16:27:34.618Z,2025-08-28T05:15:13.126Z,text/csv,2025-08-27,2508,Procesado,337118
"0,67",1CDktAxzuxI0KRnN7f_Ef-vfk9PKy-umR,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250826_250826.csv,2026-03-03T16:27:45.128Z,2025-08-27T05:16:42.821Z,text/csv,2025-08-26,2508,Procesado,342132
"0,68",1Hc5yEBsQtTMyz8_R0L1RNtBE5mq65FZZ,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250825_250825.csv,2026-03-03T16:27:49.841Z,2025-08-26T05:15:16.714Z,text/csv,2025-08-25,2508,Procesado,344191
"0,68",1NBfHsrxlekh3PRynzxIz1zxPwKfJ9TaV,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250824_250824.csv,2026-03-03T16:27:48.754Z,2025-08-25T05:15:21.147Z,text/csv,2025-08-24,2508,Procesado,345125
"0,68",1T1BkYNOb50tS6wDew2KEAMkZtCr3k_DD,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250823_250823.csv,2026-03-03T16:28:14.816Z,2025-08-24T05:15:16.431Z,text/csv,2025-08-23,2508,Procesado,335848
"0,68",1gh_5CyLpZ8n9ZObEA1K09fyleOFGSG9n,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250822_250822.csv,2026-03-03T16:28:31.199Z,2025-08-23T05:15:40.129Z,text/csv,2025-08-22,2508,Procesado,264284
"0,68",1ri4UNHIDa_KqRH91tje8C657BYIOn-bq,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250821_250821.csv,2026-03-03T16:28:50.343Z,2025-08-22T05:16:53.248Z,text/csv,2025-08-21,2508,Procesado,344610
"0,68",1GGGgH8dHW1ioH3mEaHxuLfXILO5f-1-T,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250820_250820.csv,2026-03-03T16:29:30.494Z,2025-08-21T05:16:21.367Z,text/csv,2025-08-20,2508,Procesado,346845
"0,68",1Gv331nREVkshhwKysdwp_Qr0-cfrZzVh,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250819_250819.csv,2026-03-03T16:27:38.703Z,2025-08-20T05:28:28.689Z,text/csv,2025-08-19,2508,Procesado,346975
"0,68",1yjXALuUcGm86Yg8fAEXYur0Z4IO-RX4W,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250818_250818.csv,2026-03-03T16:29:10.473Z,2025-08-19T05:15:20.666Z,text/csv,2025-08-18,2508,Procesado,344932
"0,68",10F62Yb57zgpoA_Pj5RcYa9yE5xGkEHyZ,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250817_250817.csv,2026-03-03T16:27:53.077Z,2025-08-18T05:14:42.441Z,text/csv,2025-08-17,2508,Procesado,346560
"0,68",1sF9uuvHeMRI-P1crz3MBTWI9WpjELbwO,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250816_250816.csv,2026-03-03T16:29:39.719Z,2025-08-17T05:15:06.701Z,text/csv,2025-08-16,2508,Procesado,345742
"0,68",1X1RQlLcNVUGSBWWpaZ6q-jMwp3CpuIyS,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250815_250815.csv,2026-03-03T16:27:52.775Z,2025-08-16T05:15:14.344Z,text/csv,2025-08-15,2508,Procesado,345131
"0,68",13KCLO8bk-lotzFRO40kwH2pLcCMyjSU3,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250814_250814.csv,2026-03-03T16:29:38.768Z,2025-08-15T05:14:45.716Z,text/csv,2025-08-14,2508,Procesado,347606
"0,68",1J8yYqKB981E4w_NJMyJCwqg1ETYHpkba,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250813_250813.csv,2026-03-03T16:29:01.116Z,2025-08-14T05:15:14.885Z,text/csv,2025-08-13,2508,Procesado,346559
"0,68",1cpY19OvS6eVJfxCmXvhLXSDU7NRg5UaI,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250812_250812.csv,2026-03-03T16:28:32.450Z,2025-08-13T05:14:48.660Z,text/csv,2025-08-12,2508,Procesado,344567
"0,68",1tYl2IQLM7WxbAu6zDXerrfBejOp0xULw,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250811_250811.csv,2026-03-03T16:28:57.045Z,2025-08-12T05:15:35.361Z,text/csv,2025-08-11,2508,Procesado,343833
"0,68",1Yg9_04_SREsmMrbBum9optFNS81dmUE-,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250810_250810.csv,2026-03-03T16:29:21.428Z,2025-08-11T05:15:36.300Z,text/csv,2025-08-10,2508,Procesado,341290
"0,68",1TOrYkMai2EvAnW77lbv0rkip2cmqjEXh,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250809_250809.csv,2026-03-03T16:28:17.194Z,2025-08-10T05:15:03.717Z,text/csv,2025-08-09,2508,Procesado,341921
"0,68",1PCZ_F5hb77x5WV2n3MjpFA53PK0H2nRM,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250808_250808.csv,2026-03-03T16:29:07.238Z,2025-08-09T05:15:34.057Z,text/csv,2025-08-08,2508,Procesado,337945
"0,68",1EJlXsdAfxgFHXNvliMz8C9JElJmQ6DLl,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250807_250807.csv,2026-03-03T16:28:04.526Z,2025-08-08T05:15:11.361Z,text/csv,2025-08-07,2508,Procesado,336819
"0,68",16nNyS39yrACYxFtJ6ErsWqDC2cGi6Fti,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250806_250806.csv,2026-03-03T16:27:55.775Z,2025-08-07T05:16:21.201Z,text/csv,2025-08-06,2508,Procesado,334498
"0,68",1jqEWQuD3dj6iPU09A0V4Dd_YxlEEq1NW,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250805_250805.csv,2026-03-03T16:29:56.245Z,2025-08-06T05:15:10.470Z,text/csv,2025-08-05,2508,Procesado,337197
"0,68",1gCEPdMBNtvIZw7qGQWcjewfq0M1gbLHf,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250804_250804.csv,2026-03-03T16:27:49.241Z,2025-08-05T05:15:09.797Z,text/csv,2025-08-04,2508,Procesado,323203
"0,68",1vE12_O9hwr83vxYuUHxuAsMt_kugR0cc,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250803_250803.csv,2026-03-03T16:28:18.251Z,2025-08-04T05:15:50.209Z,text/csv,2025-08-03,2508,Procesado,331218
"0,68",1z9P941nPw4GV5G5xTFuNtD5Ej_MCsd2M,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250802_250802.csv,2026-03-03T16:28:55.728Z,2025-08-03T05:15:17.412Z,text/csv,2025-08-02,2508,Procesado,334576
"0,68",1Gnobo3oad42gN0j1TGmEhqyr8UoXHeOw,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250801_250801.csv,2026-03-03T16:29:15.893Z,2025-08-02T05:15:22.000Z,text/csv,2025-08-01,2508,Procesado,328952
"0,68",1htJYwuVlr85z_MnqePKjIXeeKtiwKMzH,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250731_250731.csv,2026-03-03T16:28:16.633Z,2025-08-01T05:15:19.496Z,text/csv,2025-07-31,2507,Procesado,330136
"0,68",1D2TeVQ7K4bg9H2-TAF0QE0prp2eFNp0H,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250730_250730.csv,2026-03-03T16:27:51.348Z,2025-07-31T05:15:42.783Z,text/csv,2025-07-30,2507,Procesado,328783
"0,68",1d0HUWi51LxkuRVAroGyF86fpHEnLZFIm,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250729_250729.csv,2026-03-03T16:27:54.298Z,2025-07-30T05:15:26.422Z,text/csv,2025-07-29,2507,Procesado,333101
"0,68",1JIOiTUiSILP5Ccus_F5U8WwsR03Wnzb9,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250728_250728.csv,2026-03-03T16:27:35.333Z,2025-07-29T05:15:37.303Z,text/csv,2025-07-28,2507,Procesado,335943
"0,68",12ogAWw4RffFmbcN7Nxl0XA-SYijyYzDS,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250727_250727.csv,2026-03-03T16:28:28.267Z,2025-07-28T05:15:53.092Z,text/csv,2025-07-27,2507,Procesado,333995
"0,68",1rCffzV21RdKi5lmxHnzjLA5hiJv_3VDH,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250726_250726.csv,2026-03-03T16:29:53.856Z,2025-07-27T05:15:18.634Z,text/csv,2025-07-26,2507,Procesado,327664
"0,68",1PYBxCvTyVM1SHBV_ctir2_Q-f0fWAfqP,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250725_250725.csv,2026-03-03T16:27:37.109Z,2025-07-26T05:16:08.331Z,text/csv,2025-07-25,2507,Procesado,326200
"0,68",1HX0NL2-OGlgwv3F4fd5i0QdTbnMamXI3,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250724_250724.csv,2026-03-03T16:28:15.534Z,2025-07-25T05:15:15.392Z,text/csv,2025-07-24,2507,Procesado,326358
"0,68",1l68W4pS448KyzgmYS0eH8g4WmC9U2Lsv,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250723_250723.csv,2026-03-03T16:28:31.839Z,2025-07-24T05:15:15.613Z,text/csv,2025-07-23,2507,Procesado,327559
"0,67",1ngfQQIr4sX2s8UjXe40ZgcIqR7YZM3cJ,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250722_250722.csv,2026-03-03T16:28:54.107Z,2025-07-23T05:15:41.967Z,text/csv,2025-07-22,2507,Procesado,325449
"0,67",1WP1PdkfzU7ydHTmcogrp4ro8JUIJoRKu,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250721_250721.csv,2026-03-03T16:27:46.398Z,2025-07-22T05:15:16.843Z,text/csv,2025-07-21,2507,Procesado,323685
"0,68",1AyOHx4Q3KlH5OvSFWHr9kUcydtRoum53,Detector-Punto de medición-Datos de tráfico - procesados-250721_250721.csv,2026-03-03T16:28:01.600Z,2025-07-22T23:10:05.251Z,text/csv,2025-07-21,2507,Pendiente,0
"0,68",1dYqvGGoFVNHpfz6YvBNFld18NdSGQr7P,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250720_250720.csv,2026-03-03T16:27:46.702Z,2025-07-21T05:16:23.418Z,text/csv,2025-07-20,2507,Procesado,320137
"0,68",1CEm_aRf-Fz6GYiPlzQLTzhyuf5zXGxQS,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250719_250719.csv,2026-03-03T16:29:06.845Z,2025-07-20T05:16:23.133Z,text/csv,2025-07-19,2507,Procesado,323106
"0,68",10qMwuOlR9twZmyrAQykZzKhU5dJ8_Y0V,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250718_250718.csv,2026-03-03T16:29:27.490Z,2025-07-19T05:15:29.809Z,text/csv,2025-07-18,2507,Procesado,320304
"0,67",1KZKCfY-RB1Fn2-ud33AaeTHuyqOrLnUL,Detector-Punto de medición-Datos de tráfico - procesados-250717_250717.csv,2026-03-03T16:28:12.656Z,2025-07-18T15:53:32.398Z,text/csv,2025-07-17,2507,Pendiente,0
"0,67",1JZbtGzf_ucHYuhvpBQqqFAuQai0ZW3EG,Detektor-Messquerschnitt-Verkehrsmesswerte - Verarbeitet-250717_250717.csv,2026-03-03T16:28:21.486Z,2025-07-18T05:15:22.882Z,text/csv,2025-07-17,2507,Procesado,319062
